SBD,Toan,Van,Anh,Ly,Hoa,Sinh
52006370,8.80,7.50,6.20,8.25,8.75,7.00
52006371,6.60,7.25,4.40,None,None,None
52006372,7.20,6.75,4.60,None,None,None
52006373,8.00,8.00,5.60,8.25,9.00,3.25
52006374,7.20,8.50,5.40,6.50,8.25,5.25
52006375,6.20,8.50,3.80,3.75,6.25,5.00
52006376,7.80,8.25,5.80,6.25,6.00,4.00
52006377,8.40,7.25,8.40,6.75,5.00,4.00
52006378,8.00,7.50,4.80,5.25,8.00,5.75
52006379,7.80,6.75,4.80,6.25,7.50,3.50
52006380,5.60,5.75,7.00,6.25,6.75,4.00
52006381,8.00,6.75,7.20,8.50,8.25,6.50
52006382,8.40,7.00,4.60,6.75,6.25,3.50
52006383,6.80,6.25,4.40,7.00,7.25,4.00
52006384,8.20,8.50,8.60,8.00,5.25,5.25
52006385,7.80,7.75,7.40,7.50,7.50,5.00
52006386,2.60,6.75,3.40,5.25,4.25,2.50
52006387,7.20,8.75,5.20,5.50,6.75,3.25
52006388,6.20,8.25,4.20,5.75,5.75,4.00
52006389,7.60,7.25,6.40,6.25,6.00,5.25
52006390,7.60,8.00,5.20,3.75,9.50,7.25
52006391,8.40,8.50,7.60,8.00,7.50,6.00
52006392,8.40,8.00,9.20,7.00,5.50,4.00
52006393,8.20,7.75,5.80,8.75,7.25,5.50
52006394,8.40,7.75,5.40,7.75,6.75,3.75
52006395,6.00,7.00,3.20,4.50,4.75,4.00
52006396,8.40,7.75,9.40,8.75,7.50,6.50
52006397,6.20,7.00,4.60,6.25,6.75,5.25
52006398,7.40,6.00,4.00,3.50,3.75,3.00
52006399,6.40,7.50,9.40,None,None,None
52006400,6.20,8.75,6.00,5.00,4.75,4.50
52006401,5.80,6.00,5.00,None,None,None
52006402,7.80,8.50,6.20,5.00,7.00,5.50
52006403,8.40,6.50,9.00,6.25,6.25,6.25
52006404,7.00,8.75,5.60,None,None,None
52006405,3.60,5.00,None,None,None,None
52006406,7.40,6.50,None,None,None,None
52006407,7.80,7.50,8.40,7.25,8.00,4.00
52006408,5.40,4.00,None,None,None,None
52006409,3.60,4.25,None,None,None,None
52006410,6.00,6.75,5.20,6.00,5.50,5.50
52006411,7.00,6.25,5.00,5.75,6.75,6.50
52006412,6.60,5.00,4.80,4.75,5.75,4.75
52006413,4.80,5.25,None,None,None,None
52006414,7.80,6.50,6.20,None,None,None
52006415,3.00,4.25,None,None,None,None
52006416,8.80,8.25,8.40,6.00,4.75,5.50
52006417,6.80,6.25,5.00,None,None,None
52006418,6.40,6.50,3.40,4.25,5.25,6.25
52006419,7.40,7.00,4.40,5.00,5.75,4.50
52006420,6.20,5.50,4.80,None,None,None
52006421,2.00,4.00,None,None,None,None
52006422,8.20,6.50,8.80,7.25,8.25,7.50
52006423,7.80,6.75,6.60,7.75,5.25,4.50
52006424,7.80,6.50,4.20,None,None,None
52006425,5.40,6.75,None,None,None,None
52006426,6.80,7.25,3.80,None,None,None
52006427,2.20,3.50,None,None,None,None
52006428,3.00,5.25,None,None,None,None
52006429,3.40,4.00,None,None,None,None
52006430,6.00,6.25,None,None,None,None
52006431,7.60,7.50,5.80,4.75,7.25,4.00
52006432,4.60,6.75,None,None,None,None
52006433,6.60,6.00,5.80,5.50,6.25,5.25
52006434,5.40,4.50,None,None,None,None
52006435,7.80,7.50,4.40,5.75,7.00,4.25
52006436,6.00,6.50,4.20,None,None,None
52006437,8.00,6.25,9.00,7.50,5.00,4.50
52006438,4.60,5.50,None,None,None,None
52006439,1.20,1.75,None,None,None,None
52006440,8.00,7.00,7.60,5.75,8.25,4.75
52006441,2.40,5.25,3.00,None,None,None
52006442,3.40,4.25,None,None,None,None
52006443,3.00,4.25,None,None,None,None
52006444,8.80,5.50,6.80,7.25,8.75,6.50
52006445,5.40,6.00,None,None,None,None
52006446,3.60,3.75,None,None,None,None
52006447,3.60,5.00,None,None,None,None
52006448,2.60,4.50,None,None,None,None
52006449,7.20,6.75,4.80,7.00,7.50,5.25
52006450,2.60,3.50,None,None,None,None
52006451,8.20,3.25,8.00,6.50,5.50,4.00
52006452,5.00,4.75,3.40,None,None,None
52006453,7.80,7.00,None,6.25,3.00,3.75
52006454,8.40,6.00,8.40,7.00,7.75,4.25
52006455,6.80,7.50,6.00,6.25,5.50,5.75
52006456,5.60,7.50,6.00,4.75,5.25,4.25
52006457,4.80,6.75,None,None,None,None
52006458,3.40,3.75,None,None,None,None
52006459,4.40,4.50,None,None,None,None
52006460,6.40,4.75,9.00,None,None,None
52006461,3.40,5.00,None,None,None,None
52006462,6.20,6.50,None,None,None,None
52006463,7.40,6.75,4.40,6.00,6.50,4.25
52006464,7.20,6.50,9.00,6.75,4.25,5.50
52006465,4.00,4.75,None,None,None,None
52006466,7.20,6.25,4.40,3.25,5.00,5.00
52006467,3.60,4.00,None,None,None,None
52006468,4.80,5.25,None,None,None,None
52006469,5.40,6.50,None,None,None,None
52006470,2.80,4.00,None,None,None,None
52006471,6.80,6.75,5.20,None,None,None
52006472,2.60,3.75,None,None,None,None
52006473,3.60,5.25,None,None,None,None
52006474,None,4.00,None,None,None,None
52006475,8.20,6.75,5.00,6.50,6.50,3.75
52006476,5.40,5.75,3.40,None,None,None
52006477,4.40,3.50,None,None,None,None
52006478,4.00,5.25,None,None,None,None
52006479,2.40,4.00,None,None,None,None
52006480,4.80,5.50,None,None,None,None
52006481,5.40,6.25,None,None,None,None
52006482,7.00,7.25,5.60,6.25,7.25,4.75
52006483,8.20,7.50,4.60,5.75,6.75,4.75
52006484,2.60,5.50,None,None,None,None
52006485,7.40,7.00,4.80,5.75,8.25,3.25
52006486,8.00,7.25,5.20,7.25,6.75,6.25
52006487,4.80,6.50,None,None,None,None
52006488,7.40,3.50,4.80,6.50,5.25,5.25
52006489,8.60,7.25,6.40,6.75,7.50,4.50
52006490,6.80,3.50,4.40,None,None,None
52006491,6.60,5.00,5.40,None,None,None
52006492,7.20,7.50,3.80,4.00,4.50,4.00
52006493,7.60,7.00,7.20,None,None,None
52006494,6.80,7.75,7.60,None,None,None
52006495,1.80,5.25,None,None,None,None
52006496,2.20,5.00,None,None,None,None
52006497,8.00,6.25,7.40,5.25,7.75,5.50
52006498,3.40,5.00,None,None,None,None
52006499,5.00,4.75,None,4.25,3.00,3.00
52006500,6.20,4.25,None,None,None,None
52006501,6.20,4.25,9.00,5.00,7.25,4.00
52006502,7.80,5.50,6.60,6.75,6.75,5.75
52006503,8.20,6.75,9.40,5.75,5.25,5.25
52006504,6.60,4.25,4.20,6.25,3.25,3.25
52006505,6.20,5.50,None,None,None,None
52006506,6.60,7.00,9.20,6.50,5.50,5.00
52006507,6.40,3.75,4.60,None,None,None
52006508,5.00,6.50,None,None,None,None
52006509,5.80,7.75,3.40,None,None,None
52006510,4.20,5.50,None,None,None,None
52006511,5.60,6.75,4.80,None,None,None
52006512,6.80,6.25,5.00,None,None,None
52006513,7.80,7.75,6.20,5.75,5.25,3.00
52006514,5.00,6.25,3.60,None,None,None
52006515,6.20,7.25,3.00,None,None,None
52006516,7.80,7.75,6.60,4.50,5.50,3.75
52006517,4.20,5.50,None,None,None,None
52006518,4.20,5.50,None,None,None,None
52006519,6.80,7.50,6.80,5.50,4.25,4.00
52006520,7.40,6.75,5.20,None,None,None
52006521,4.20,5.00,None,None,None,None
52006522,3.40,6.25,None,None,None,None
52006523,8.00,6.75,5.60,7.25,6.75,5.50
52006524,5.80,7.00,3.80,None,None,None
52006525,3.40,4.50,None,None,None,None
52006526,5.60,4.75,None,None,None,None
52006527,6.80,5.75,4.80,None,None,None
52006528,4.40,2.50,None,None,None,None
52006529,4.60,4.75,None,None,None,None
52006530,5.60,5.00,3.20,None,None,None
52006531,7.40,4.00,6.00,None,None,None
52006532,3.20,1.50,None,None,None,None
52006533,3.00,3.75,None,None,None,None
52006534,3.40,4.50,None,None,None,None
52006535,7.80,8.00,7.20,6.25,9.25,6.75
52006536,7.20,5.50,5.20,5.50,6.50,5.50
52006537,8.20,6.25,6.60,7.50,7.00,2.50
52006538,8.60,6.50,8.00,6.25,7.00,4.50
52006539,5.60,5.50,None,None,None,None
52006540,5.20,2.75,None,None,None,None
52006541,5.40,6.00,None,None,None,None
52006542,7.40,7.00,None,None,None,None
52006543,3.00,3.75,None,None,None,None
52006544,7.60,6.00,7.80,6.25,4.50,3.50
52006545,2.00,4.00,None,None,None,None
52006546,7.80,7.75,6.20,None,None,None
52006547,None,None,None,None,None,None
52006548,7.20,7.00,7.40,None,None,None
52006549,5.60,4.00,None,None,None,None
52006550,2.00,4.25,None,None,None,None
52006551,3.00,3.75,None,None,None,None
52006552,3.40,2.75,None,None,None,None
52006553,8.00,7.00,4.40,5.50,6.00,4.50
52006554,7.40,5.50,5.60,5.25,4.75,6.00
52006555,5.60,6.50,None,None,None,None
52006556,1.40,5.50,None,None,None,None
52006557,8.00,7.00,6.20,6.25,7.00,4.75
52006558,8.00,6.25,4.20,5.75,7.25,4.75
52006559,3.80,5.75,None,None,None,None
52006560,3.60,6.25,4.00,4.25,3.25,3.50
52006561,8.20,4.50,8.80,6.75,5.00,6.25
52006562,3.60,2.50,None,None,None,None
52006563,5.00,5.00,None,None,None,None
52006564,6.80,8.75,7.20,7.25,3.75,3.75
52006565,8.40,7.25,5.40,7.50,7.50,6.50
52006566,5.00,5.75,3.20,None,None,None
52006567,7.60,5.75,7.20,None,None,None
52006568,2.60,4.00,None,None,None,None
52006569,8.20,7.00,6.60,7.25,6.00,5.75
52006570,4.60,5.50,None,None,None,None
52006571,5.00,5.50,None,None,None,None
52006572,9.00,5.50,7.00,7.75,5.50,7.00
52006573,7.20,7.00,6.00,6.50,6.25,5.50
52006574,2.40,4.75,None,None,None,None
52006575,7.20,6.75,4.20,None,None,None
52006576,6.40,8.25,5.00,None,None,None
52006577,4.40,5.25,None,None,None,None
52006578,2.80,4.25,None,None,None,None
52006579,7.20,6.75,6.40,6.25,6.25,5.00
52006580,4.80,5.00,None,None,None,None
52006581,6.20,7.50,6.20,None,None,None
52006582,4.80,5.75,None,None,None,None
52006583,8.00,8.00,6.60,7.00,7.25,4.50
52006584,3.00,5.00,None,None,None,None
52006585,6.20,6.00,3.60,None,None,None
52006586,7.80,None,None,7.50,8.25,None
52006587,3.20,2.75,None,None,None,None
52006588,5.40,3.50,None,None,None,None
52006589,6.60,5.00,None,None,None,None
52006590,5.20,4.50,None,None,None,None
52006591,6.20,6.75,6.20,None,None,None
52006592,7.00,5.00,3.60,5.50,3.75,2.75
52006593,3.60,4.00,None,None,None,None
52006594,5.00,4.25,3.40,None,None,None
52006595,7.80,5.25,6.60,7.00,8.25,5.25
52006596,4.80,3.50,None,None,None,None
52006597,6.20,4.75,4.20,6.25,5.25,4.50
52006598,6.00,5.75,3.20,None,None,None
52006599,8.00,7.00,7.40,5.25,7.00,5.25
52006600,8.00,8.75,7.80,5.25,5.75,4.50
52006601,5.80,5.75,4.60,None,None,None
52006602,7.20,6.50,6.60,7.75,7.00,7.00
52006603,7.40,8.00,6.00,8.00,7.25,5.50
52006604,7.40,7.25,5.00,5.75,7.00,4.50
52006605,6.00,6.50,4.60,None,None,None
52006606,4.00,4.75,None,None,None,None
52006607,6.80,6.00,None,None,None,None
52006608,7.60,7.75,6.20,5.50,7.25,5.50
52006609,5.20,4.75,None,None,None,None
52006610,2.40,4.50,None,None,None,None
52006611,6.80,5.50,7.60,5.25,7.00,4.50
52006612,6.00,6.50,4.20,5.00,5.25,4.50
52006613,6.40,6.75,4.20,None,None,None
52006614,3.20,3.00,None,None,None,None
52006615,5.20,6.50,None,None,None,None
52006616,7.00,6.50,6.40,6.50,7.25,4.50
52006617,4.60,6.75,2.60,2.25,2.75,3.00
52006618,2.80,5.75,None,None,None,None
52006619,7.80,8.00,5.60,6.75,8.25,5.50
52006620,4.60,4.75,None,None,None,None
52006621,4.20,5.50,2.80,None,None,None
52006622,3.40,3.50,None,None,None,None
52006623,2.40,2.50,None,None,None,None
52006624,3.60,2.50,None,None,None,None
52006625,6.80,6.25,5.00,6.00,6.25,4.75
52006626,6.60,8.25,6.20,None,None,None
52006627,7.80,8.25,6.60,7.50,7.00,6.00
52006628,7.00,5.75,4.60,5.75,6.00,5.25
52006629,2.40,3.00,None,None,None,None
52006630,2.60,4.75,None,None,None,None
52006631,4.60,5.00,None,None,None,None
52006632,3.20,4.00,None,None,None,None
52006633,7.00,5.50,3.80,6.50,5.00,4.75
52006634,6.60,5.75,None,None,None,None
52006635,5.20,4.00,None,None,None,None
52006636,3.80,3.50,None,None,None,None
52006637,8.40,7.75,4.80,4.50,5.00,3.25
52006638,2.40,2.75,None,None,None,None
52006639,7.40,5.75,5.00,6.25,4.75,4.25
52006640,8.40,6.25,6.20,7.25,8.25,5.75
52006641,4.40,4.50,None,None,None,None
52006642,4.60,5.25,None,None,None,None
52006643,7.80,7.00,6.20,6.25,5.00,3.00
52006644,4.60,4.75,None,None,None,None
52006645,3.60,4.25,None,None,None,None
52006646,6.00,5.00,None,None,None,None
52006647,3.60,4.00,None,None,None,None
52006648,6.20,6.50,None,None,None,None
52006649,None,None,None,None,None,None
52006650,8.00,7.25,6.20,8.25,8.00,6.50
52006651,5.80,6.50,None,None,None,None
52006652,1.60,5.00,None,None,None,None
52006653,3.00,3.25,None,None,None,None
52006654,2.60,5.75,None,None,None,None
52006655,6.40,7.00,4.00,5.25,3.50,3.00
52006656,5.00,5.00,None,None,None,None
52006657,6.40,5.00,None,None,None,None
52006658,4.20,6.00,None,None,None,None
52006659,5.20,4.25,None,None,None,None
52006660,6.20,6.50,6.00,4.50,3.25,5.00
52006661,5.40,6.25,6.80,5.75,5.25,3.00
52006662,4.40,4.75,None,None,None,None
52006663,7.60,5.50,3.60,7.25,6.75,5.75
52006664,7.80,4.75,5.80,6.50,5.25,4.75
52006665,2.80,4.75,None,None,None,None
52006666,7.60,6.00,7.20,5.75,5.25,4.00
52006667,6.40,7.25,4.40,6.25,5.50,4.25
52006668,1.80,4.75,None,None,None,None
52006669,3.20,3.50,None,None,None,None
52006670,7.60,8.75,7.60,8.00,5.75,4.50
52006671,6.60,5.50,5.20,None,None,None
52006672,6.40,6.75,8.80,None,None,None
52006673,8.00,6.50,6.20,7.00,7.00,5.50
52006674,7.80,5.25,7.40,7.75,5.75,4.50
52006675,5.60,5.25,4.80,4.75,4.75,4.00
52006676,6.60,6.50,4.00,None,None,None
52006677,8.20,6.25,8.40,6.25,7.00,5.75
52006678,7.60,7.50,6.20,6.75,8.25,4.75
52006679,7.80,7.50,4.60,6.25,6.75,4.75
52006680,6.80,5.25,3.60,6.00,5.50,4.50
52006681,7.00,6.50,5.40,5.75,5.25,5.25
52006682,6.60,7.25,6.40,None,None,None
52006683,7.00,7.00,3.80,5.50,6.25,4.25
52006684,7.40,3.75,6.80,7.25,5.25,4.25
52006685,6.80,6.25,None,None,None,None
52006686,6.80,6.50,5.60,6.25,3.50,5.25
52006687,6.60,6.75,3.80,None,None,None
52006688,4.40,6.25,None,None,None,None
52006689,4.00,5.25,None,None,None,None
52006690,3.00,4.00,None,None,None,None
52006691,5.20,2.50,None,None,None,None
52006692,8.00,7.00,None,None,None,None
52006693,2.60,5.50,None,None,None,None
52006694,7.00,6.25,5.60,None,None,None
52006695,7.00,5.25,4.80,4.25,5.25,4.50
52006696,4.40,3.25,None,None,None,None
52006697,6.00,6.00,4.60,5.50,5.50,2.75
52006698,4.20,6.25,3.60,None,None,None
52006699,5.40,4.75,None,None,None,None
52006700,8.40,6.25,6.80,8.25,8.50,4.50
52006701,5.20,5.75,None,None,None,None
52006702,8.20,5.00,7.40,4.75,6.00,3.25
52006703,3.60,4.00,None,None,None,None
52006704,4.40,6.00,None,None,None,None
52006705,8.20,6.00,8.40,7.75,5.00,5.75
52006706,7.00,6.00,8.00,7.00,6.50,5.75
52006707,6.00,5.75,None,None,None,None
52006708,5.00,5.75,None,None,None,None
52006709,4.60,5.25,None,None,None,None
52006710,6.60,6.50,4.40,5.00,5.75,4.75
52006711,4.60,3.25,None,None,None,None
52006712,6.00,3.00,None,None,None,None
52006713,6.40,5.00,4.80,6.00,4.75,5.00
52006714,5.40,6.50,None,None,None,None
52006715,7.40,7.00,4.60,6.50,5.75,4.50
52006716,7.40,5.75,3.40,7.75,6.50,4.50
52006717,6.20,6.75,None,None,None,None
52006718,3.80,5.25,None,None,None,None
52006719,6.80,4.00,8.00,6.00,4.75,4.00
52006720,5.20,7.25,4.20,None,None,None
52006721,7.60,5.25,4.80,6.00,6.50,3.25
52006722,3.80,5.00,None,None,None,None
52006723,6.20,4.25,None,None,None,None
52006724,2.60,3.75,None,None,None,None
52006725,4.20,5.50,None,None,None,None
52006726,5.40,4.25,None,None,None,None
52006727,8.20,7.75,5.40,6.50,6.75,5.50
52006728,4.60,5.75,3.60,None,None,None
52006729,6.60,6.25,4.20,None,None,None
52006730,3.60,4.50,None,None,None,None
52006731,8.40,7.00,5.00,6.50,6.25,4.50
52006732,8.20,6.75,5.20,7.75,8.25,5.75
52006733,7.80,5.75,5.60,6.25,6.00,5.75
52006734,7.20,7.00,7.00,None,None,None
52006735,7.20,6.75,7.80,7.75,6.50,5.00
52006736,8.00,6.00,5.20,6.50,7.75,6.00
52006737,7.60,8.00,5.20,7.25,6.50,4.75
52006738,6.40,6.25,5.20,4.25,4.50,5.25
52006739,6.40,5.50,4.20,None,None,None
52006740,2.80,3.50,None,None,None,None
52006741,5.80,6.25,None,None,None,None
52006742,4.60,5.00,None,None,None,None
52006743,5.80,4.50,4.60,5.75,4.50,3.75
52006744,6.80,5.75,5.40,6.25,6.25,4.50
52006745,3.80,4.50,3.80,None,None,None
52006746,7.20,8.00,7.20,None,None,None
52006747,6.40,6.75,5.40,5.25,4.75,4.00
52006748,7.20,5.00,5.40,5.75,4.75,4.50
52006749,5.00,5.00,4.40,5.25,3.00,2.75
52006750,7.40,7.50,6.40,3.00,5.25,3.75
52006751,7.20,7.75,4.40,6.00,3.75,4.00
52006752,8.20,7.50,9.40,7.75,7.25,6.75
52006753,3.60,4.25,None,None,None,None
52006754,7.80,7.50,6.60,7.00,8.25,4.50
52006755,7.20,6.75,5.60,5.75,3.75,4.50
52006756,6.20,5.75,None,None,None,None
52006757,7.40,5.25,5.40,7.25,7.25,4.75
52006758,4.20,5.00,None,None,None,None
52006759,6.00,6.00,4.20,None,None,None
52006760,6.20,7.50,4.00,5.25,5.50,6.75
52006761,7.40,7.00,5.20,6.75,7.25,5.50
52006762,7.40,6.00,6.20,7.25,7.00,3.25
52006763,4.00,6.75,2.80,None,None,None
52006764,7.60,5.50,7.00,8.75,7.00,6.75
52006765,4.80,4.75,None,None,None,None
52006766,3.20,1.50,None,None,None,None
52006767,5.40,3.75,None,None,None,None
52006768,5.40,4.50,None,None,None,None
52006769,4.60,4.75,None,None,None,None
52006770,6.40,4.25,3.80,5.50,5.00,2.50
52006771,4.00,3.75,None,None,None,None
52006772,3.60,3.50,None,None,None,None
52006773,3.60,4.75,None,None,None,None
52006774,6.00,5.25,6.80,None,None,None
52006775,7.20,5.25,3.80,5.00,3.50,4.00
52006776,5.80,2.25,None,None,None,None
52006777,5.20,4.75,None,None,None,None
52006778,3.80,4.75,None,None,None,None
52006779,7.40,7.25,7.60,5.25,7.00,4.00
52006780,6.20,5.50,4.60,5.00,5.00,4.50
52006781,8.00,7.00,6.20,7.00,7.50,6.50
52006782,6.40,7.00,2.60,5.75,5.25,5.00
52006783,5.40,5.50,3.80,None,None,None
52006784,8.40,7.25,4.60,9.00,7.75,4.75
52006785,4.80,2.00,2.80,None,None,None
52006786,6.40,5.50,6.40,5.25,6.25,6.50
52006787,5.80,6.25,5.20,None,None,None
52006788,6.60,6.60,4.40,5.50,4.50,4.25
52006789,6.20,6.75,4.60,5.50,3.25,3.75
52006790,6.20,5.00,None,None,None,None
52006791,6.80,6.75,4.60,7.25,5.25,6.25
52006792,6.60,6.00,None,None,None,None
52006793,7.40,6.50,4.80,5.75,3.75,3.00
52006794,7.40,7.00,6.20,7.00,6.25,4.25
52006795,8.20,6.75,7.60,6.00,6.75,5.75
52006796,8.20,7.00,7.60,8.00,7.50,5.25
52006797,8.00,6.25,4.80,5.75,6.00,2.25
52006798,7.00,6.75,4.00,6.00,5.75,3.50
52006799,8.40,6.75,3.00,6.50,5.75,4.75
52006800,8.40,8.00,9.00,9.75,7.50,5.50
52006801,7.60,6.75,6.80,7.75,8.50,6.50
52006802,6.40,7.25,8.20,7.00,4.00,5.75
52006803,6.60,7.25,2.40,None,None,None
52006804,6.00,6.00,5.60,5.75,4.75,4.50
52006805,7.40,8.00,9.40,6.75,7.00,5.50
52006806,7.20,7.00,4.40,6.25,4.75,4.00
52006807,6.20,6.50,4.00,5.75,5.00,3.25
52006808,7.00,7.00,7.20,None,None,None
52006809,6.60,5.25,3.60,4.50,4.50,3.50
52006810,8.40,5.25,8.40,8.25,5.25,4.00
52006811,7.20,6.00,None,5.25,6.50,3.25
52006812,6.40,5.25,4.20,2.50,4.25,4.25
52006813,7.40,7.00,8.20,4.75,5.00,3.75
52006814,8.60,6.75,7.20,8.25,7.25,3.50
52006815,7.40,7.50,6.00,6.00,7.75,5.50
52006816,6.80,7.00,3.20,None,None,None
52006817,6.00,7.25,4.80,None,None,None
52006818,7.00,6.25,1.80,5.25,6.75,4.00
52006819,5.80,6.50,4.00,None,None,None
52006820,5.60,7.00,5.80,5.25,6.25,5.50
52006821,8.60,8.50,7.00,7.25,7.00,6.25
52006822,6.00,5.00,5.60,6.50,4.75,5.00
52006823,7.60,6.75,6.80,6.00,7.75,4.75
52006824,7.00,6.75,4.40,7.00,5.25,3.75
52006825,8.80,7.25,6.40,6.75,6.25,5.50
52006826,5.60,6.50,3.40,3.75,3.25,4.25
52006827,8.00,6.00,6.80,6.25,5.50,4.75
52006828,7.80,7.50,6.00,None,None,None
52006829,6.00,7.75,5.20,None,None,None
52006830,8.80,6.50,8.80,8.75,7.75,6.25
52006831,6.40,5.50,5.60,None,None,None
52006832,8.00,8.25,7.20,None,None,None
52006833,7.20,8.25,7.40,None,None,None
52006834,5.60,7.50,3.40,None,None,None
52006835,7.60,8.00,5.40,6.00,5.00,5.75
52006836,6.60,6.50,3.60,5.50,4.25,3.25
52006837,7.00,6.00,5.60,None,None,None
52006838,7.20,7.00,4.60,7.25,5.00,5.75
52006839,5.80,5.00,6.20,None,None,None
52006840,6.20,7.50,4.80,4.25,5.00,3.00
52006841,8.40,8.50,7.60,7.25,8.00,5.75
52006842,6.80,6.75,3.80,None,None,None
52006843,7.00,7.00,4.20,6.75,5.25,4.50
52006844,7.40,6.00,5.20,5.00,6.25,3.75
52006845,7.00,6.75,7.80,None,None,None
52006846,8.60,6.75,5.80,6.25,8.50,5.50
52006847,7.40,6.58,4.60,8.25,8.25,4.50
52006848,4.40,6.25,3.00,None,None,None
52006849,4.00,5.25,3.20,4.00,3.25,2.25
52006850,6.60,7.00,5.60,5.75,3.75,3.75
52006851,7.40,6.25,3.80,6.75,5.50,3.50
52006852,6.40,8.00,5.80,6.75,6.50,4.75
52006853,8.00,7.75,6.80,7.50,7.75,5.50
52006854,7.40,6.25,5.20,6.50,6.25,4.50
52006855,6.80,5.25,4.40,None,None,None
52006856,7.80,6.75,5.60,6.50,7.50,7.50
52006857,8.00,7.00,6.60,6.75,8.50,5.50
52006858,7.60,7.50,5.00,4.25,5.75,4.00
52006859,6.80,8.00,7.40,None,None,None
52006860,8.60,8.00,8.00,7.00,9.00,4.50
52006861,5.80,6.25,7.40,5.75,5.75,4.75
52006862,8.20,6.75,5.40,4.75,6.75,5.00
52006863,8.00,8.25,9.80,8.50,7.50,6.75
52006864,7.20,5.50,4.80,3.00,4.75,2.25
52006865,4.80,7.00,2.60,None,None,None
52006866,6.60,8.75,6.80,6.75,6.50,6.75
52006867,7.20,8.25,4.20,5.75,4.75,3.25
52006868,7.60,8.75,5.80,7.00,7.75,5.75
52006869,8.60,8.50,6.80,7.00,8.75,4.50
52006870,8.20,8.00,7.00,5.00,5.50,3.75
52006871,7.20,7.75,7.80,6.25,5.00,3.00
52006872,7.60,3.75,5.20,5.50,6.50,3.75
52006873,8.00,8.25,9.80,8.00,8.00,6.00
52006874,8.40,7.75,7.40,6.50,7.75,3.50
52006875,6.00,5.25,3.20,5.50,4.50,3.75
52006876,7.00,7.25,4.20,None,None,None
52006877,6.00,6.75,5.20,None,None,None
52006878,7.00,6.50,5.00,None,None,None
52006879,7.00,7.25,6.80,None,None,None
52006880,7.80,8.75,8.00,None,None,None
52006881,8.00,8.50,7.80,None,None,None
52006882,7.40,6.75,6.00,7.75,7.00,None
52006883,6.20,6.75,4.60,4.75,5.50,3.00
52006884,7.20,6.75,None,7.75,7.75,4.50
52006885,6.00,8.25,5.00,5.50,4.50,4.50
52006886,8.00,8.25,7.60,7.50,8.25,4.25
52006887,7.00,8.00,6.40,6.50,7.00,5.00
52006888,8.40,7.75,6.00,7.75,7.00,6.00
52006889,7.20,5.75,6.00,6.25,5.25,5.25
52006890,7.80,8.25,5.00,5.00,6.50,3.75
52006891,8.00,8.25,7.00,7.00,8.50,3.75
52006892,6.60,7.75,6.00,4.75,7.00,4.00
52006893,7.00,6.75,3.20,2.75,5.75,3.00
52006894,7.80,7.50,7.20,6.00,5.00,4.50
52006895,7.40,7.00,6.00,5.50,6.00,3.75
52006896,7.20,8.25,6.00,6.50,5.50,5.25
52006897,7.80,7.00,3.40,5.75,5.75,5.00
52006898,7.40,6.75,4.80,3.00,4.50,5.25
52006899,5.40,7.00,4.00,6.25,4.25,3.00
52006900,8.60,6.50,7.40,5.75,8.25,5.00
52006901,5.80,5.25,None,None,None,None
52006902,4.20,5.25,None,None,None,None
52006903,4.00,5.25,None,None,None,None
52006904,6.40,5.75,None,None,None,None
52006905,4.40,6.50,None,None,None,None
52006906,6.40,4.75,None,None,None,None
52006907,4.00,4.75,None,None,None,None
52006908,3.20,5.25,None,None,None,None
52006909,3.20,6.00,None,None,None,None
52006910,4.20,4.50,None,None,None,None
52006911,2.80,4.75,None,None,None,None
52006912,1.80,2.50,None,None,None,None
52006913,4.60,6.25,None,None,None,None
52006914,2.80,5.75,None,None,None,None
52006915,5.80,4.25,None,None,None,None
52006916,2.00,4.75,None,None,None,None
52006917,3.60,4.00,None,None,None,None
52006918,8.00,5.75,None,None,None,None
52006919,4.60,4.50,None,None,None,None
52006920,4.80,5.00,None,None,None,None
52006921,3.20,4.50,None,None,None,None
52006922,3.20,6.00,None,None,None,None
52006923,3.20,6.50,None,None,None,None
52006924,5.00,6.25,None,None,None,None
52006925,7.40,9.00,6.80,5.50,6.25,3.75
52006926,4.60,6.00,None,None,None,None
52006927,7.60,7.00,7.40,6.00,6.00,4.50
52006928,7.20,6.50,7.40,5.50,7.75,6.25
52006929,6.80,6.25,4.20,6.25,4.75,3.50
52006930,8.00,6.50,5.80,7.25,7.50,4.50
52006931,6.20,6.75,6.00,4.75,4.50,5.75
52006932,6.40,6.25,4.40,3.75,3.50,5.00
52006933,7.80,7.75,6.00,7.00,6.75,5.50
52006934,6.00,5.75,4.60,5.75,5.00,3.75
52006935,7.80,8.00,6.80,8.75,8.00,7.25
52006936,7.80,7.25,4.40,7.00,8.25,5.75
52006937,2.40,5.00,None,None,None,None
52006938,3.00,5.75,None,None,None,None
52006939,7.80,7.50,5.80,7.50,5.50,5.50
52006940,7.00,7.25,4.80,6.25,3.75,3.25
52006941,8.80,8.00,6.80,6.75,8.00,5.25
52006942,3.80,2.75,None,None,None,None
52006943,7.60,7.00,5.00,None,None,None
52006944,7.40,8.50,9.20,5.75,7.25,6.25
52006945,7.60,7.00,6.20,7.50,7.50,6.25
52006946,7.00,8.00,4.20,5.25,6.75,6.00
52006947,5.80,6.00,7.00,3.50,4.50,3.00
